Producto vectorial: Computar producto vectorial,"[latex]$V=(v_1, v_2, v_3), W=(w_1, w_2, w_3)$<br>
Otra forma de computarlo<br>
$\begin{pmatrix} v_1 & v_2 & v_3\\ w_1 & w_2 & w_3 \end{pmatrix} $<br>
Ir tachando columnas y calcular el determinante de las columnas restantes<br>
El determinante del medio es negativo[/latex]",Calculo vectorial
Producto vectorial: Propiedad producto vectorial,"[latex]El vector $V\times W$ es perpendicular a V y W y al plano generado por V y W<br>
(Siempre y cuando V y W sean no nulos y no paralelos)[/latex]",Calculo vectorial
Producto vectorial: Vectores nulos o paralelos,"[latex]$V=0 \vee W=0 \text{ o V y W paralelos } \Rightarrow V\times W = (0,0,0) $[/latex]",Calculo vectorial
Angulo entre dos planos:  ,[latex]$\alpha$ es el angulo entre dos planos si  $\alpha$ es el angulo correspondiente a sus vectores normales (o perpendiculares)[/latex],Calculo vectorial
Funciones vectoriales: Definicion,"[latex]$f_i: \mathbb{R}\rightarrow \mathbb{R}, \text{ con } i=1,\ldots,n$<br>
Llamamos funcion vectorial a la funcion<br>
$f:\mathbb{R}\rightarrow \mathbb{R}^n$ dada por  $f(t) = (f_1(t),\ldots, f_n(t))$<br>
Los fi se llaman funciones coordenadas de f[/latex]",Calculo vectorial
Funciones vectoriales: Dominio,[latex]$Dom(f) = \bigcap_{i=1}^n Dom(f_i)$[/latex],Calculo vectorial
Funciones vectoriales: Imagen,"[latex]$f:\mathbb{R}\rightarrow \mathbb{R}^n,$<br>
la imagen de f es el conjunto de  $\mathbb{R}^n$<br>
definido por $Im(f) = \{(y_1,\ldots,y_n) \in \mathbb{R}^n : \exists t \in Dom(f) \text{ con } f(t) = (y_1,\ldots,y_n)\} $<br>
Cuando n=2 la imagen es una curva en el plano<br>
Cuando n=3 la imagen es una curva en el espacio[/latex]",Calculo vectorial
Funciones vectoriales: Limite,"[latex]Sea f una funcion vectorial, definimos el limite de f cuando $t\to a$ como<br>
$\lim_{t \to a} f(t) = (\lim_{t \to a} f_1(t), \ldots, \lim_{t \to a} f_n(t))$<br>
Siempre y cuando existan los limites para  $f_i, \forall i=1,\ldots,n$[/latex]",Calculo vectorial
Funciones vectoriales: Continuidad,"[latex]$a\in Dom(f)$<br>
f es continua en a $\Leftrightarrow$ $f_i $ es continua en a $\forall i = 1,\ldots, n$[/latex]",Calculo vectorial
Funciones vectoriales: Derivada,"[latex]$f'(a) = (f_1'(a),\ldots, f_n'(a))$<br>
(derivo coordenada a coordenada)[/latex]",Calculo vectorial
Reglas de derivacion para funciones vectoriales: Suma y resta,"[latex]f y g funciones vectoriales, $\varphi : \mathbb{R}\to \mathbb{R},k\in \mathbb{R}$<br>
$(f(t)\pm g(t))' = f'(t)\pm g'(t)$[/latex]",Calculo vectorial
Reglas de derivacion para funciones vectoriales: Multiplicacion por una constante,"[latex]f y g funciones vectoriales, $\varphi : \mathbb{R}\to \mathbb{R},k\in \mathbb{R}$<br>
$(kf(t))' = kf'(t)$[/latex]",Calculo vectorial
Reglas de derivacion para funciones vectoriales: Multiplicacion por una funcion real,"[latex]f y g funciones vectoriales, $\varphi : \mathbb{R}\to \mathbb{R},k\in \mathbb{R}$<br>
$(\varphi(t)\cdot f(t))' = \varphi'(t)f(t)+\varphi(t)f'(t)$[/latex]",Calculo vectorial
Reglas de derivacion para funciones vectoriales: Derivada del producto escalar,"[latex]f y g funciones vectoriales, $\varphi : \mathbb{R}\to \mathbb{R},k\in \mathbb{R}$<br>
$\langle f(t),g(t) \rangle' = \langle f'(t),g(t) \rangle + \langle f(t),g'(t) \rangle$[/latex]",Calculo vectorial
Reglas de derivacion para funciones vectoriales: Regla de la cadena,"[latex]f y g funciones vectoriales, $\varphi : \mathbb{R}\to \mathbb{R},k\in \mathbb{R}$<br>
$f(\varphi(t))' = f'(\varphi(t))\cdot \varphi'(t)$[/latex]",Calculo vectorial
