Derivadas de orden 2: Criterio para conocer la cantidad de derivadas,"[latex]Por lo general, si f tiene n variables, entonces hay  $n^2$ derivadas parciales de orden 2[/latex]",Funciones de varias variables
Derivadas de orden 2: n=3,"[latex]Si n=3, hay 9 derivadas parciales de orden 2:<br>
$f_{xx}, f_{xy}, f_{xz}, f_{yx}, f_{yy}$ , etc[/latex]",Funciones de varias variables
Derivadas de orden 2: Teorema,"[latex]Sea<br>
$f:Dom(f) \subseteq \mathbb{R}^2\to \mathbb{R} \text{ y } \bar{a} \in Dom(f) $<br>
Si las funciones  $f_{xy} \text{ y } f_{yx}$ son ambas continuas en $B(\bar{a}, r) \subseteq Dom(f) $ para algun  $r>0 $<br>
$\Rightarrow \quad f_{xy}(\bar{x}) = f_{yx}(\bar{x}), ~~\forall \bar{x} \in  B(\bar{a}, r)$[/latex]",Funciones de varias variables
Maximos y minimos: Maximo local,"[latex]Sea  $f:Dom(f) \subseteq \mathbb{R}^2\to \mathbb{R} \text{ y } (x_0,y_0) \in Dom(f)$ decimos que:<br>
f tiene un maximo local en  $(x_0,y_0) $ si existe una bola (disco) B  centrada en  $(x_0,y_0), \text{ con } B \subset Dom(f) $<br>
y tal que  $f(x_0,y_0) \ge f(x,y)~~\forall (x,y) \in B$<br>
El numero  $f(x_0,y_0) $ se llama valor maximo local de f[/latex]",Funciones de varias variables
Maximos y minimos: Minimo local,"[latex]Sea  $f:Dom(f) \subseteq \mathbb{R}^2\to \mathbb{R} \text{ y } (x_0,y_0) \in Dom(f)$ decimos que:<br>
f tiene un minimo local en  $(x_0,y_0) $ si existe una bola (disco) B  centrada en  $(x_0,y_0), \text{ con } B \subset Dom(f) $<br>
y tal que  $f(x_0,y_0) \le f(x,y)~~\forall (x,y) \in B$<br>
El numero  $f(x_0,y_0) $ se llama valor minimo local de f[/latex]",Funciones de varias variables
Maximos y minimos: Maximo o minimo absoluto,"[latex]Si las desigualdades se cumplen $\forall (x,y) \in Dom(f)$ entonces decimos que f tiene un maximo (o minimo, segun corresponda) absoluto en $ (x_0,y_0)$[/latex]",Funciones de varias variables
Maximos y minimos: Extremo local,"[latex]Decimos que f tiene un extremo local en  $(x_0,y_0)$ si f tiene un maximo local o un minimo local en  $(x_0,y_0)$[/latex]",Funciones de varias variables
Maximos y minimos: Extremo local y derivadas parciales,"[latex]Si  $f:Dom(f) \subseteq \mathbb{R}^2\to \mathbb{R} $ tiene un extremo local en  $(x_0,y_0)$ y existen las derivadas parciales de f en  $(x_0,y_0)$ entonces:<br>
$f_x(x_0,y_0) = f_y(x_0,y_0) = 0$[/latex]",Funciones de varias variables
Maximos y minimos: Puntos criticos y singulares,"[latex]Si $f:Dom(f) \subseteq \mathbb{R}^2\to \mathbb{R}$ tiene un extremo local en  $(x_0,y_0)$ entonces: <br>
* o bien  $(x_0,y_0)$ es punto critico de f (y por lo tanto  $\nabla f(x_0,y_0)=0)$<br>
* o bien  $(x_0,y_0)$ es punto singular de f (y por lo tanto  $\nexists \nabla f(x_0,y_0))$[/latex]",Funciones de varias variables
Test de la derivada segunda,"[latex]Sean 
$f:Dom(f) \subseteq \mathbb{R}^2\to \mathbb{R} \text{ y } (x_0,y_0) \in Dom(f) $<br>
Supongamos que las derivadas parciales de 1er y 2do orden de f son continuas en una bola 
$B \subset Dom(f) $
de centro 
$(x_0,y_0) $<br>
y supongamos ademas que 
$\nabla f(x_0,y_0) = (0,0)$<br>
Sea 
$D = D(x_0,y_0) = f_{xx}(x_0,y_0) f_{yy}(x_0,y_0)-[f_{xy}(x_0,y_0)]^2$<br>
entonces: <br>
$(1)\quad D>0 \text{ y } f_{xx}(x_0,y_0) > 0 (o f_{yy}(x_0,y_0) > 0) \Rightarrow $
f tiene minimo local en 
$(x_0,y_0)$<br>
$(2)\quad D>0 \text{ y } f_{xx}(x_0,y_0) < 0 (o f_{yy}(x_0,y_0) < 0) \Rightarrow $
f tiene maximo local en 
$(x_0,y_0)$<br>
$(3)\quad D<0 \Rightarrow $
f no tiene ni maximo ni minimo local en 
$(x_0,y_0)$
En este caso decimos que f tiene un punto silla en 
$(x_0,y_0)$<br>
$(4)\quad D=0 \Rightarrow $
no se puede asegurar nada[/latex]",Funciones de varias variables
